website,year,rental_type,rent_without_expenses,square_meters,zip_code,street,area,rooms
edc.dk,2023,apartment,9800,88,8260,Christian, Viby J,3
edc.dk,2023,apartment,11300,108,8260,Engtoften, Viby J,3
edc.dk,2023,apartment,9950,96,8320,Nymarks, Mårslet,4
edc.dk,2023,apartment,4495,29,8200,Ladefogedvej, Aarhus N,1
edc.dk,2023,apartment,8300,63,8000,Høegh-Guldbergs, Aarhus C,2
edc.dk,2023,apartment,16500,141,8000,Hans, Aarhus C,5
edc.dk,2023,apartment,3900,36,8200,Lisbjergbakken, Aarhus N,1
edc.dk,2023,apartment,8450,76,8000,Jyllands, Aarhus C,2
edc.dk,2023,apartment,9575,64,8000,Ceresbyen, Aarhus C,3
edc.dk,2023,apartment,7827,51,8200,Jens, Aarhus N,2
edc.dk,2023,apartment,6750,48,8260,Markvangen, Viby J,2
edc.dk,2023,apartment,10450,94,8000,Hans, Aarhus C,3
edc.dk,2023,apartment,9900,90,8000,Carl, Aarhus C,3
edc.dk,2023,apartment,10227,104,8200,Jordbrovej, Aarhus N,4
edc.dk,2023,apartment,6295,59,8260,Grøndalsvej, Viby J,3
edc.dk,2023,apartment,5000,65,8260,Espegårdsvej, Viby J,2
edc.dk,2023,apartment,5555,35,8200,Hvidkløvervej, Aarhus N,1
edc.dk,2023,apartment,10800,97,8260,Kaj, Viby J,4
edc.dk,2023,apartment,8495,72,8210,Vintervej, Aarhus V,3
edc.dk,2023,apartment,8800,65,8000,Marselis, Aarhus C,2
edc.dk,2023,apartment,8595,86,8000,Søndre, Aarhus C,3
edc.dk,2023,apartment,15900,98,8000,Irma, Aarhus C,3
edc.dk,2023,apartment,6995,49,8000,Vester, Aarhus C,2
edc.dk,2023,apartment,9900,92,8000,Nordborggade, Aarhus C,3
edc.dk,2023,apartment,13800,86,8000,Sonnesgade, Aarhus C,4
edc.dk,2023,apartment,6200,44,8000,Vestergade, Aarhus C,1
edc.dk,2023,apartment,6265,40,8000,Tøndergade, Aarhus C,1
edc.dk,2023,apartment,13636,150,8000,Tøndergade, Aarhus C,4
edc.dk,2023,apartment,9368,85,8260,Vestergårdsringen, Viby J,3
edc.dk,2023,apartment,8850,65,8200,Trøjborgvej, Aarhus N,2
edc.dk,2023,apartment,9600,84,8000,Langenæs, Aarhus C,3
edc.dk,2023,apartment,8995,105,8220,Gudrunsvej, Brabrand,4
edc.dk,2023,apartment,7800,64,8210,Ryhavevej, Aarhus V,2
edc.dk,2023,apartment,8743,74,8000,Finderupvej, Aarhus C,3
edc.dk,2023,apartment,8900,80,8000,Vestre, Aarhus C,3
edc.dk,2023,apartment,8190,89,8210,Viborgvej, Aarhus V,3
edc.dk,2023,apartment,10495,84,8000,Guldsmedgade, Aarhus C,2
edc.dk,2023,apartment,7227,52,8000,Kaserneboulevarden, Aarhus C,2
edc.dk,2023,apartment,5300,41,8270,Rundhøj, Højbjerg,2
edc.dk,2023,apartment,10500,87,8200,Langelandsgade, Aarhus N,3
edc.dk,2023,apartment,9795,111,8520,Kastanjehaven, Lystrup,4
edc.dk,2023,apartment,8125,64,8210,Vintervej, Aarhus V,3
edc.dk,2023,apartment,9300,72,8000,Sonnesgade, Aarhus C,2
edc.dk,2023,apartment,11812,90,8000,Museumsgade, Aarhus C,4
edc.dk,2023,apartment,9000,108,8260,Grøfthøjparken, Viby J,4
edc.dk,2023,apartment,10290,100,8230,Silkeborgvej, Åbyhøj,3
edc.dk,2023,apartment,11990,114,8000,Skanderborgvej, Aarhus C,4
edc.dk,2023,apartment,10500,105,8220,Truevej, Brabrand,5
edc.dk,2023,apartment,12916,122,8000,Marselis, Aarhus C,4
edc.dk,2023,apartment,8900,64,8000,Møllegade, Aarhus C,2
edc.dk,2023,apartment,13600,107,8000,Nørre, Aarhus C,5
edc.dk,2023,apartment,8300,66,8000,Vester, Aarhus C,2
edc.dk,2023,apartment,7984,57,8200,Jens, Aarhus N,2
edc.dk,2023,apartment,15250,114,8000,Sonnesgade, Aarhus C,4
edc.dk,2023,apartment,6995,65,8230,Frodesvej, Åbyhøj,2
edc.dk,2023,apartment,13000,120,8210,Viborgvej, Aarhus V,3
edc.dk,2023,apartment,7000,50,8000,Vestre, Aarhus C,2
edc.dk,2023,apartment,6500,75,8541,Bangsboparken, Skødstrup,2
edc.dk,2023,apartment,5995,46,8000,Vesterbrogade, Aarhus C,2
edc.dk,2023,apartment,16900,142,8000,Thit, Aarhus C,4
edc.dk,2023,apartment,8400,62,8230,Lokesvej, Åbyhøj,2
edc.dk,2023,apartment,8600,62,8000,Otto, Aarhus C,2
edc.dk,2023,apartment,8670,85,8520,Abildhaven, Lystrup,3
edc.dk,2023,apartment,9500,83,8000,Vesterport, Aarhus C,1
edc.dk,2023,apartment,9795,93,8240,Tove, Risskov,4
edc.dk,2023,apartment,10380,83,8000,Rosenkrantzgade, Aarhus C,3
edc.dk,2023,apartment,5995,58,8200,Ladefogedvej, Aarhus N,2
edc.dk,2023,apartment,8795,57,8260,Engelundsvej, Viby J,3
edc.dk,2023,apartment,9400,81,8200,Brendstrupvej, Aarhus N,3
edc.dk,2023,apartment,6750,52,8260,Engtoften, Viby J,2
edc.dk,2023,apartment,7950,56,8200,Møllevangs, Aarhus N,2
edc.dk,2023,apartment,9422,104,8000,Fredens, Aarhus C,4
edc.dk,2023,apartment,10420,84,8200,Islandsgade, Aarhus N,3
edc.dk,2023,apartment,8500,64,8200,Otte, Aarhus N,2
edc.dk,2023,apartment,7300,68,8240,Kantorparken, Risskov,2
edc.dk,2023,apartment,9300,80,8000,Studsgade, Aarhus C,2
edc.dk,2023,apartment,6200,37,8230,Søren, Åbyhøj,1
edc.dk,2023,apartment,8800,62,8000,Otto, Aarhus C,2
edc.dk,2023,apartment,7800,53,8230,Lokesvej, Åbyhøj,2
edc.dk,2023,apartment,10600,83,8000,åparken, Aarhus C,3
edc.dk,2023,apartment,10513,71,8000,Sandgravvej, Aarhus C,3
edc.dk,2023,apartment,9400,66,8000,Guldsmedgade, Aarhus C,2
edc.dk,2023,apartment,9900,55,8000,Lollandsgade, Aarhus C,2
edc.dk,2023,apartment,8795,57,8260,Engelundsvej, Viby J,3
edc.dk,2023,apartment,8200,73,8000,Skanderborgvej, Aarhus C,2
edc.dk,2023,apartment,12500,105,8270,Stenvej, Højbjerg,4
edc.dk,2023,apartment,5900,69,8541,Grenåvej, Skødstrup,2
edc.dk,2023,apartment,11500,101,8260,Carl, Viby J,4
edc.dk,2023,apartment,10600,68,8000,Åhusene, Aarhus C,3
edc.dk,2023,apartment,11200,107,8361,Sønderholmvej, Hasselager,4
edc.dk,2023,apartment,10900,105,8000,De, Aarhus C,3
edc.dk,2023,apartment,7500,52,8000,Åparken, Aarhus C,2
edc.dk,2023,apartment,8000,60,8200,Brendstrupvej, Aarhus N,2
edc.dk,2023,apartment,7984,51,8200,Jens, Aarhus N,2
edc.dk,2023,apartment,9195,64,8000,Guldsmedgade, Aarhus C,2
edc.dk,2023,apartment,4995,38,8260,Engtoften, Viby J,1
edc.dk,2023,apartment,7595,57,8260,Skanderborgvej, Viby J,2
edc.dk,2023,apartment,8695,57,8520,Ellebrinken, Lystrup,3
edc.dk,2023,apartment,12500,107,8000,Christiansgade, Aarhus C,3
edc.dk,2023,apartment,5995,48,8520,Kastanjehaven, Lystrup,2
edc.dk,2023,apartment,6750,48,8260,Markvangen, Viby J,2
edc.dk,2023,apartment,7500,62,8000,Åboulevarden, Aarhus C,1
edc.dk,2023,apartment,9975,83,8000,Ny, Aarhus C,3
edc.dk,2023,apartment,4500,27,8230,Dr., Åbyhøj,1
edc.dk,2023,apartment,13250,96,8000,Fiskergade, Aarhus C,3
edc.dk,2023,apartment,9300,70,8000,Fiskergade, Aarhus C,2
edc.dk,2023,apartment,11650,85,8230,Åbyvej, Åbyhøj,3
edc.dk,2023,apartment,9775,94,8520,Solbærhaven, Lystrup,4
edc.dk,2023,apartment,6583,54,8381,Havkærvej, Tilst,2
edc.dk,2023,apartment,8500,90,8000,Skt., Aarhus C,3
edc.dk,2023,apartment,9000,52,8000,Falstersgade, Aarhus C,2
edc.dk,2023,apartment,8950,54,8000,Æbeløgade, Aarhus C,2
edc.dk,2023,apartment,9495,65,8200,Niels, Aarhus N,2
edc.dk,2023,apartment,11500,69,8000,Åboulevarden, Aarhus C,3
edc.dk,2023,apartment,8750,57,8260,Engelundsvej, Viby J,3
edc.dk,2023,apartment,5995,39,8381,Pollenvænget, Tilst,2
edc.dk,2023,apartment,18800,187,8230,Silkeborgvej, Åbyhøj,5
edc.dk,2023,apartment,8995,70,8200,Trøjborgvej, Aarhus N,3
edc.dk,2023,apartment,7400,48,8200,Jens, Aarhus N,2
edc.dk,2023,apartment,8695,72,8381,Pollenvænget, Tilst,3
edc.dk,2023,apartment,13500,86,8000,Sonnesgade, Aarhus C,4
edc.dk,2023,apartment,11900,129,8270,Rundhøj, Højbjerg,4
edc.dk,2023,apartment,6450,52,8381,Pollenvænget, Tilst,2
edc.dk,2023,apartment,8000,80,8462,Tandrupvej, Harlev J,3
edc.dk,2023,apartment,4495,29,8200,Ladefogedvej, Aarhus N,1
edc.dk,2023,apartment,14800,88,8000,Mariane, Aarhus C,3
edc.dk,2023,apartment,10995,91,8000,Vestergade, Aarhus C,3
edc.dk,2023,apartment,8500,62,8230,Lokesvej, Åbyhøj,2
edc.dk,2023,apartment,8950,80,8000,Fåborggade, Aarhus C,2
edc.dk,2023,apartment,9785,72,8000,Sønder, Aarhus C,3
edc.dk,2023,apartment,7795,62,8210,Vintervej, Aarhus V,3
edc.dk,2023,apartment,13800,86,8000,Sonnesgade, Aarhus C,4
edc.dk,2023,apartment,5995,41,8210,Vintervej, Aarhus V,1
edc.dk,2023,apartment,9795,59,8000,Amaliegade, Aarhus C,2
edc.dk,2023,apartment,13500,109,8000,Ålborggade, Aarhus C,4
edc.dk,2023,apartment,8900,60,8000,Thunøgade, Aarhus C,2
edc.dk,2023,apartment,11950,86,8000,Fiskergade, Aarhus C,3
edc.dk,2023,apartment,7250,63,8260,Markvangen, Viby J,2
edc.dk,2023,apartment,10995,116,8541,Engskovvænget, Skødstrup,4
edc.dk,2023,apartment,3300,28,8220,Hoffmannsvej, Brabrand,1
edc.dk,2023,apartment,9900,108,8220,Lily, Brabrand,4
edc.dk,2023,apartment,9900,164,8361,Ingerslevvej, Hasselager,4
edc.dk,2023,apartment,4100,29,8240,Kantorparken, Risskov,1
edc.dk,2023,apartment,7895,64,8240,Møllehatten, Risskov,2
edc.dk,2023,apartment,8500,70,8000,Søndre, Aarhus C,2
edc.dk,2023,apartment,14397,120,8000,Museumsgade, Aarhus C,4
edc.dk,2023,apartment,8840,76,8260,Engtoften, Viby J,3
edc.dk,2023,apartment,8300,51,8230,Søren, Åbyhøj,2
edc.dk,2023,apartment,8000,54,8000,Åboulevarden, Aarhus C,1
edc.dk,2023,apartment,6800,45,8000,Åboulevarden, Aarhus C,1
edc.dk,2023,apartment,8990,76,8200,Brendstrupvej, Aarhus N,3
edc.dk,2023,apartment,7100,54,8240,Arresøvej, Risskov,2
edc.dk,2023,apartment,8950,102,8381,Pollenvænget, Tilst,3
edc.dk,2023,apartment,15950,114,8000,Sonnesgade, Aarhus C,4
edc.dk,2023,apartment,10975,99,8000,Thorvaldsensgade, Aarhus C,3
edc.dk,2023,apartment,7895,60,8520,Ellebrinken, Lystrup,2
edc.dk,2023,apartment,7895,60,8520,Ellebrinken, Lystrup,2
